0,-0.22388
0.004,-0.22577
0.008,-0.22768
0.012,-0.22961
0.016,-0.23156
0.02,-0.23353
0.024,-0.23551
0.028,-0.23752
0.032,-0.23955
0.036,-0.2416
0.04,-0.24368
0.044,-0.24577
0.048,-0.24789
0.052,-0.25002
0.056,-0.25218
0.06,-0.25437
0.064,-0.25658
0.068,-0.25881
0.072,-0.26106
0.076,-0.26334
0.08,-0.26564
0.084,-0.26797
0.088,-0.27033
0.092,-0.27271
0.096,-0.27511
0.1,-0.27755
0.104,-0.28001
0.108,-0.28249
0.112,-0.28501
0.116,-0.28756
0.12,-0.29013
0.124,-0.29273
0.128,-0.29536
0.132,-0.29803
0.136,-0.30072
0.14,-0.30345
0.144,-0.3062
0.148,-0.30899
0.152,-0.31182
0.156,-0.31467
0.16,-0.31756
0.164,-0.32049
0.168,-0.32345
0.172,-0.32645
0.176,-0.32948
0.18,-0.33255
0.184,-0.33566
0.188,-0.33881
0.192,-0.34199
0.196,-0.34522
0.2,-0.34849
0.204,-0.35179
0.208,-0.35514
0.212,-0.35854
0.216,-0.36197
0.22,-0.36545
0.224,-0.36898
0.228,-0.37255
0.232,-0.37617
0.236,-0.37984
0.24,-0.38356
0.244,-0.38733
0.248,-0.39114
0.252,-0.39501
0.256,-0.39894
0.26,-0.40291
0.264,-0.40694
0.268,-0.41103
0.272,-0.41518
0.276,-0.41938
0.28,-0.42364
0.284,-0.42796
0.288,-0.43235
0.292,-0.4368
0.296,-0.44131
0.3,-0.44589
0.304,-0.45053
0.308,-0.45525
0.312,-0.46004
0.316,-0.46489
0.32,-0.46982
0.324,-0.47483
0.328,-0.47991
0.332,-0.48507
0.336,-0.49031
0.34,-0.49564
0.344,-0.50104
0.348,-0.50653
0.352,-0.51212
0.356,-0.51779
0.36,-0.52355
0.364,-0.5294
0.368,-0.53535
0.372,-0.54141
0.376,-0.54756
0.38,-0.55381
0.384,-0.56017
0.388,-0.56664
0.392,-0.57322
0.396,-0.57992
0.4,-0.58673
0.404,-0.59366
0.408,-0.60072
0.412,-0.6079
0.416,-0.61521
0.42,-0.62265
0.424,-0.63023
0.428,-0.63795
0.432,-0.64582
0.436,-0.65383
0.44,-0.66199
0.444,-0.67031
0.448,-0.67879
0.452,-0.68744
0.456,-0.69626
0.46,-0.70525
0.464,-0.71441
0.468,-0.72377
0.472,-0.73331
0.476,-0.74305
0.48,-0.753
0.484,-0.76315
0.488,-0.77351
0.492,-0.7841
0.496,-0.79491
0.5,-0.80596
0.504,-0.81725
0.508,-0.82879
0.512,-0.84059
0.516,-0.85266
0.52,-0.865
0.524,-0.87763
0.528,-0.89055
0.532,-0.90377
0.536,-0.91731
0.54,-0.93118
0.544,-0.94539
0.548,-0.95994
0.552,-0.97486
0.556,-0.99015
0.56,-1.0058
0.564,-1.0219
0.568,-1.0384
0.572,-1.0554
0.576,-1.0727
0.58,-1.0906
0.584,-1.1089
0.588,-1.1278
0.592,-1.1472
0.596,-1.1671
0.6,-1.1876
0.604,-1.2087
0.608,-1.2304
0.612,-1.2528
0.616,-1.2758
0.62,-1.2996
0.624,-1.324
0.628,-1.3493
0.632,-1.3753
0.636,-1.4022
0.64,-1.43
0.644,-1.4587
0.648,-1.4884
0.652,-1.5191
0.656,-1.5508
0.66,-1.5837
0.664,-1.6177
0.668,-1.653
0.672,-1.6896
0.676,-1.7275
0.68,-1.7669
0.684,-1.8079
0.688,-1.8504
0.692,-1.8946
0.696,-1.9407
0.7,-1.9886
0.704,-2.0386
0.708,-2.0906
0.712,-2.145
0.716,-2.2018
0.72,-2.2611
0.724,-2.3231
0.728,-2.3881
0.732,-2.4561
0.736,-2.5274
0.74,-2.6023
0.744,-2.6809
0.748,-2.7636
0.752,-2.8505
0.756,-2.9422
0.76,-3.0387
0.764,-3.1406
0.768,-3.2483
0.772,-3.3621
0.776,-3.4826
0.78,-3.6103
0.784,-3.7457
0.788,-3.8895
0.792,-4.0424
0.796,-4.205
0.8,-4.3781
0.804,-4.5627
0.808,-4.7597
0.812,-4.9699
0.816,-5.1946
0.82,-5.4347
0.824,-5.6915
0.828,-5.9662
0.832,-6.26
0.836,-6.5741
0.84,-6.9096
0.844,-7.2676
0.848,-7.649
0.852,-8.0542
0.856,-8.4835
0.86,-8.9366
0.864,-9.4124
0.868,-9.9091
0.872,-10.424
0.876,-10.954
0.88,-11.493
0.884,-12.036
0.888,-12.577
0.892,-13.109
0.896,-13.624
0.9,-14.116
0.904,-14.579
0.908,-15.008
0.912,-15.399
0.916,-15.751
0.92,-16.063
0.924,-16.336
0.928,-16.573
0.932,-16.775
0.936,-16.947
0.94,-17.091
0.944,-17.211
0.948,-17.31
0.952,-17.391
0.956,-17.457
0.96,-17.51
0.964,-17.553
0.968,-17.587
0.972,-17.613
0.976,-17.633
0.98,-17.649
0.984,-17.66
0.988,-17.668
0.992,-17.673
0.996,-17.675
1,-17.676
1.004,-17.676
1.008,-17.674
1.012,-17.671
1.016,-17.668
1.02,-17.663
1.024,-17.658
1.028,-17.653
1.032,-17.648
1.036,-17.642
1.04,-17.636
1.044,-17.629
1.048,-17.623
1.052,-17.616
1.056,-17.609
1.06,-17.603
1.064,-17.596
1.068,-17.589
1.072,-17.582
1.076,-17.575
1.08,-17.568
1.084,-17.561
1.088,-17.554
1.092,-17.547
1.096,-17.54
1.1,-17.533
1.104,-17.526
1.108,-17.518
1.112,-17.511
1.116,-17.504
1.12,-17.497
1.124,-17.49
1.128,-17.483
1.132,-17.476
1.136,-17.469
1.14,-17.462
1.144,-17.454
1.148,-17.447
