0.000000, -0.009390
0.004000, -0.009390
0.008000, -0.009391
0.012000, -0.007653
0.016000, -0.010421
0.020000, -0.020268
0.024000, -0.045326
0.028000, -0.103128
0.032000, -0.225849
0.036000, -0.464409
0.040000, -0.888347
0.044000, -1.579221
0.048000, -2.617531
0.052000, -4.065632
0.056000, -5.950658
0.060000, -8.251603
0.064000, -10.893561
0.068000, -13.750412
0.072000, -16.655476
0.076000, -19.418245
0.080000, -21.844467
0.084000, -23.756442
0.088000, -25.010598
0.092000, -25.509997
0.096000, -25.210399
0.100000, -24.119670
0.104000, -22.291398
0.108000, -19.814413
0.112000, -30.621222
0.116000, -39.542759
0.120000, -46.798223
0.124000, -52.610401
0.128000, -57.190971
0.132000, -60.731132
0.136000, -63.398331
0.140000, -65.336474
0.144000, -66.667789
0.148000, -67.495323
0.152000, -67.905540
0.156000, -67.970770
0.160000, -67.751405
0.164000, -67.297814
0.168000, -66.651979
0.172000, -65.848882
0.176000, -64.917670
0.180000, -63.882628
0.184000, -62.763989
0.188000, -61.578611
0.192000, -60.340541
0.196000, -59.061477
0.200000, -57.751159
0.204000, -56.417689
0.208000, -55.067802
0.212000, -53.707090
0.216000, -52.340186
0.220000, -50.970920
0.224000, -49.602454
0.228000, -48.237383
0.232000, -46.877834
0.236000, -45.525538
0.240000, -44.181894
0.244000, -42.848026
0.248000, -41.524828
0.252000, -40.213001
0.256000, -38.913083
0.260000, -37.625482
0.264000, -36.350495
0.268000, -35.088327
0.272000, -33.839110
0.276000, -32.602914
0.280000, -31.379761
0.284000, -30.169633
0.288000, -28.972480
0.292000, -27.788231
0.296000, -26.616793
0.300000, -25.458064
0.304000, -24.311930
0.308000, -23.178271
0.312000, -22.056968
0.316000, -20.947898
0.320000, -19.850943
0.324000, -18.765985
0.328000, -17.692913
0.332000, -16.631623
0.336000, -15.582014
0.340000, -14.543996
0.344000, -13.517485
0.348000, -12.502406
0.352000, -11.498690
0.356000, -10.506280
0.360000, -9.525126
0.364000, -8.555184
0.368000, -7.596422
0.372000, -6.648815
0.376000, -5.712344
0.380000, -4.787000
0.384000, -3.872780
0.388000, -2.969687
0.392000, -2.077733
0.396000, -1.196934
0.400000, -0.327313
0.404000, 0.531102
0.408000, 1.378279
0.412000, 2.214180
0.416000, 3.038763
0.420000, 3.851984
0.424000, 4.653795
0.428000, 5.444144
0.432000, 6.222979
0.436000, 6.990245
0.440000, 7.745884
0.444000, 8.489840
0.448000, 9.222055
0.452000, 9.942470
0.456000, 10.651027
0.460000, 11.347670
0.464000, 12.032341
0.468000, 12.704986
0.472000, 13.365551
0.476000, 14.013985
0.480000, 14.650240
0.484000, 15.274268
0.488000, 15.886027
0.492000, 16.485477
0.496000, 17.072580
0.500000, 17.647304
0.504000, 18.209620
0.508000, 18.759504
0.512000, 19.296934
0.516000, 19.821896
0.520000, 20.334377
0.524000, 20.834372
0.528000, 21.321879
0.532000, 21.796901
0.536000, 22.259449
0.540000, 22.709535
0.544000, 23.147179
0.548000, 23.572405
0.552000, 23.985245
0.556000, 24.385734
0.560000, 24.773911
0.564000, 25.149825
0.568000, 25.513526
0.572000, 25.865071
0.576000, 26.204524
0.580000, 26.531951
0.584000, 26.847425
0.588000, 27.151024
0.592000, 27.442831
0.596000, 27.722934
0.600000, 27.991426
0.604000, 28.248403
0.608000, 28.493967
0.612000, 28.728225
0.616000, 28.951287
0.620000, 29.163268
0.624000, 29.364288
0.628000, 29.554468
0.632000, 29.733935
0.636000, 29.902819
0.640000, 30.061254
0.644000, 30.209377
0.648000, 30.347327
0.652000, 30.475248
0.656000, 30.593284
0.660000, 30.701585
0.664000, 30.800302
0.668000, 30.889587
0.672000, 30.969596
0.676000, 31.040487
0.680000, 31.102418
0.684000, 31.155551
0.688000, 31.200048
0.692000, 31.236073
0.696000, 31.263792
0.700000, 31.283371
0.704000, 31.294976
0.708000, 31.298778
0.712000, 31.294943
0.716000, 31.283643
0.720000, 31.265046
0.724000, 31.239324
0.728000, 31.206646
0.732000, 31.167183
0.736000, 31.121106
0.740000, 31.068586
0.744000, 31.009791
0.748000, 30.944893
0.752000, 30.874061
0.756000, 30.797463
0.760000, 30.715267
0.764000, 30.627641
0.768000, 30.534752
0.772000, 30.436765
0.776000, 30.333844
0.780000, 30.226153
0.784000, 30.113855
0.788000, 29.997110
0.792000, 29.876078
0.796000, 29.750918
0.800000, 29.621785
0.804000, 29.488837
0.808000, 29.352225
0.812000, 29.212102
0.816000, 29.068618
0.820000, 28.921922
0.824000, 28.772160
0.828000, 28.619476
0.832000, 28.464012
