3.2878e-169,3.804e-137,3.7515e-106
1.3223e-173,1.9058e-141,2.6586e-110
2.2602e-173,3.2317e-141,4.4517e-110
1.4299e-170,1.7772e-138,1.9628e-107
2.8537e-166,2.82e-134,2.1693e-103
6.1971e-161,4.5071e-129,2.1378e-98
7.9788e-155,3.9867e-123,1.0458e-92
4.4307e-148,1.4025e-116,1.7892e-86
7.8375e-141,1.4143e-109,7.4259e-80
1.0747e-127,5.7451e-97,4.4045e-68
2.228e-113,2.4148e-83,1.4778e-55
3.9301e-108,2.1028e-78,4.2055e-51
5.9046e-92,2.516e-63,9.0592e-38
8.8677e-71,3.6005e-44,7.8162e-22
5.6241e-58,4.4393e-33,1.7957e-13
4.9941e-43,7.4889e-21,1.4288e-05
1.1381e-19,7.2124e-05,4.2219
6.6381e-06,2.7812,13.242
0.82287,10.744,19.168
7.7364,15.708,21.743
9.2048,17.417,21.136
9.2348,16.869,19.836
7.7678,14.698,17.837
5.39,10.944,15.149
0.47055,6.1436,10.961
3.0683e-06,1.2855,6.1207
4.0946e-20,2.5949e-05,1.519
1.4279e-43,2.1413e-21,4.0852e-06
1.482e-58,1.1698e-33,4.7318e-14
2.5629e-71,1.0406e-44,2.2589e-22
1.9792e-92,8.4337e-64,3.0367e-38
1.4846e-108,7.9434e-79,1.5887e-51
9.2034e-114,9.9751e-84,6.1045e-56
4.7966e-128,2.5641e-97,1.9658e-68
3.7011e-141,6.6787e-110,3.5067e-80
2.1781e-148,6.8945e-117,8.7954e-87
4.0598e-155,2.0285e-123,5.3214e-93
3.2465e-161,2.3612e-129,1.12e-98
1.5307e-166,1.5126e-134,1.1636e-103
7.8268e-171,9.7278e-139,1.0744e-107
1.2599e-173,1.8014e-141,2.4814e-110
7.4911e-174,1.0797e-141,1.5062e-110
1.8924e-169,2.1895e-137,2.1593e-106
