-4,-0.00041265,2,2,6,5.7618e-05,5.5378e-05,1,0,2
-3,-0.00041265,2,2,6,4.7397e-05,4.3129e-05,1,0,2
-2,-0.00041265,2,2,6,3.4593e-05,3.3497e-05,1,0,2
-1,-0.00041265,2,2,6,2.9433e-05,2.9223e-05,1,0,2
0,-0.00041265,2,2,6,2.7767e-05,2.7757e-05,0,0,2
1,-0.00041265,2,2,6,2.6102e-05,2.6291e-05,1,0,2
2,-0.00041265,2,2,6,2.698e-05,2.698e-05,1,0,2
3,-0.00041265,2,2,6,3.1667e-05,3.0512e-05,1,0,2
4,-0.00041265,2,2,6,3.6083e-05,3.6033e-05,1,0,2
-4,-0.00064813,2,2,6,0.00030295,0.00029161,1,0,2
-3,-0.00064813,2,2,6,0.00024698,0.00022711,1,0,2
-2,-0.00064813,2,2,6,0.0001815,0.00017639,1,0,2
-1,-0.00064813,2,2,6,0.00015487,0.00015388,1,0,2
0,-0.00064813,2,2,6,0.00014622,0.00014616,0,0,2
1,-0.00064813,2,2,6,0.00013756,0.00013844,1,0,2
2,-0.00064813,2,2,6,0.00014207,0.00014207,1,0,2
3,-0.00064813,2,2,6,0.00016605,0.00016067,1,0,2
4,-0.00064813,2,2,6,0.0001904,0.00018974,1,0,2
-4,-0.001018,2,2,6,0.00070794,0.00068348,1,0,2
-3,-0.001018,2,2,6,0.00057034,0.0005323,1,0,2
-2,-0.001018,2,2,6,0.00042324,0.00041343,1,0,2
-1,-0.001018,2,2,6,0.00036259,0.00036067,1,0,2
0,-0.001018,2,2,6,0.0003427,0.00034258,0,0,2
1,-0.001018,2,2,6,0.0003228,0.00032449,1,0,2
2,-0.001018,2,2,6,0.00033299,0.00033299,1,0,2
3,-0.001018,2,2,6,0.00038691,0.00037658,1,0,2
4,-0.001018,2,2,6,0.00044725,0.00044472,1,0,2
