-4,-0.00041265,2,2,18,0.00010622,0.00013808,1,0,1
-3,-0.00041265,2,2,18,0.00010929,0.0001493,1,0,1
-2,-0.00041265,2,2,18,0.000125,0.00016198,1,0,1
-1,-0.00041265,2,2,18,0.00016667,0.0001748,1,0,1
0,-0.00041265,2,2,18,0.0001583,0.00016237,0,0,1
1,-0.00041265,2,2,18,0.00014993,0.00014993,1,0,1
2,-0.00041265,2,2,18,0.00014617,0.00013409,1,0,1
3,-0.00041265,2,2,18,0.00013661,0.00012425,1,0,1
4,-0.00041265,2,2,18,0.00012773,0.0001157,1,0,1
-4,-0.00064813,2,2,18,0.00036851,0.00041022,1,0,1
-3,-0.00064813,2,2,18,0.00038627,0.00044281,1,0,1
-2,-0.00064813,2,2,18,0.00041837,0.00047903,1,0,1
-1,-0.00064813,2,2,18,0.00046106,0.00051385,1,0,1
0,-0.00064813,2,2,18,0.00045065,0.00047704,0,0,1
1,-0.00064813,2,2,18,0.00044023,0.00044023,1,0,1
2,-0.00064813,2,2,18,0.00043408,0.00039582,1,0,1
3,-0.00064813,2,2,18,0.00042555,0.00036784,1,0,1
4,-0.00064813,2,2,18,0.00040505,0.00034313,1,0,1
-4,-0.001018,2,2,18,0.00079713,0.00082135,1,0,1
-3,-0.001018,2,2,18,0.00087876,0.00088444,1,0,1
-2,-0.001018,2,2,18,0.00096995,0.0009526,1,0,1
-1,-0.001018,2,2,18,0.001069,0.0010128,1,0,1
0,-0.001018,2,2,18,0.00096773,0.00093965,0,0,1
1,-0.001018,2,2,18,0.00086646,0.00086646,1,0,1
2,-0.001018,2,2,18,0.00080635,0.00078515,1,0,1
3,-0.001018,2,2,18,0.0007623,0.00073282,1,0,1
4,-0.001018,2,2,18,0.00071687,0.00068537,1,0,1
