-4,-0.00041265,1,1,6,5.8971e-05,0.00013576,1,0,2
-3,-0.00041265,1,1,6,0.00010305,0.0001477,1,0,2
-2,-0.00041265,1,1,6,0.00013737,0.00016208,1,0,2
-1,-0.00041265,1,1,6,0.00010568,0.00017926,1,0,2
0,-0.00041265,1,1,6,9.297e-05,0.0001661,0,0,2
1,-0.00041265,1,1,6,8.026e-05,0.00015293,1,0,2
2,-0.00041265,1,1,6,0.00012479,0.00012479,1,0,2
3,-0.00041265,1,1,6,9.9662e-05,0.0001103,1,0,2
4,-0.00041265,1,1,6,7.0412e-05,0.00010123,1,0,2
-4,-0.00064813,1,1,6,0.00013659,0.00025729,1,0,2
-3,-0.00064813,1,1,6,0.00021925,0.00028025,1,0,2
-2,-0.00064813,1,1,6,0.00025971,0.00030814,1,0,2
-1,-0.00064813,1,1,6,0.00021841,0.00034233,1,0,2
0,-0.00064813,1,1,6,0.00020662,0.00031747,0,0,2
1,-0.00064813,1,1,6,0.00019483,0.00029261,1,0,2
2,-0.00064813,1,1,6,0.000238,0.000238,1,0,2
3,-0.00064813,1,1,6,0.00022118,0.00020997,1,0,2
4,-0.00064813,1,1,6,0.00014249,0.00019244,1,0,2
-4,-0.001018,1,1,6,0.00024049,0.00040182,1,0,2
-3,-0.001018,1,1,6,0.00031304,0.0004392,1,0,2
-2,-0.001018,1,1,6,0.00031268,0.00048583,1,0,2
-1,-0.001018,1,1,6,0.00031093,0.00054716,1,0,2
0,-0.001018,1,1,6,0.00029273,0.0005092,0,0,2
1,-0.001018,1,1,6,0.00027452,0.00047123,1,0,2
2,-0.001018,1,1,6,0.0003794,0.0003794,1,0,2
3,-0.001018,1,1,6,0.00032802,0.0003328,1,0,2
4,-0.001018,1,1,6,0.00019625,0.00030373,1,0,2
