0.089757,0.19205,0.26946
0.077728,0.16631,0.23335
0.07916,0.16937,0.23765
0.084348,0.18047,0.25322
0.087982,0.18825,0.26413
0.096155,0.20574,0.28867
0.11164,0.23888,0.33517
0.12229,0.26166,0.36713
0.1319,0.28221,0.39597
0.15785,0.33774,0.47389
0.18344,0.39249,0.55071
0.20243,0.43312,0.60771
0.2503,0.53556,0.75144
0.3215,0.68789,0.96518
0.38941,0.83319,1.1691
0.51697,1.1061,1.552
0.7906,1.6916,2.3735
1.1584,2.4784,3.4775
1.7573,3.7599,5.2755
3.6179,7.741,10.861
8.1887,17.521,24.583
16.309,34.896,48.963
6.0594,12.965,18.191
1.9439,4.1591,5.8357
0.7426,1.5889,2.2294
0.4664,0.99792,1.4002
0.35162,0.75234,1.0556
0.25981,0.55589,0.77998
0.21408,0.45805,0.6427
0.18972,0.40593,0.56956
0.1568,0.3355,0.47074
0.13168,0.28174,0.39532
0.12278,0.26271,0.36862
0.10827,0.23167,0.32505
0.092285,0.19746,0.27705
0.086927,0.18599,0.26097
0.08047,0.17218,0.24158
0.070149,0.15009,0.2106
0.064839,0.13873,0.19465
0.062718,0.13419,0.18829
0.059344,0.12697,0.17816
0.058706,0.12561,0.17624
0.068298,0.14613,0.20504
