-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
4.4093e-286,9.4342e-286,1.3237e-285
2.8216e-221,6.0371e-221,8.4707e-221
8.0314e-158,1.7184e-157,2.4111e-157
1.2754e-98,2.7288e-98,3.8288e-98
3.5076e-48,7.5049e-48,1.053e-47
1.5276e-12,3.2686e-12,4.5861e-12
55.077,117.84,165.35
1.5276e-12,3.2686e-12,4.5861e-12
3.5076e-48,7.5049e-48,1.053e-47
1.2754e-98,2.7288e-98,3.8288e-98
8.0314e-158,1.7184e-157,2.4111e-157
2.8216e-221,6.0371e-221,8.4707e-221
4.4093e-286,9.4342e-286,1.3237e-285
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
