0.025871,1.4568,11.259
0.016264,1.0307,9.1025
0.017903,1.1219,9.71
0.025708,1.4544,10.956
0.035984,1.7659,11.588
0.06098,2.4435,12.706
0.12936,3.7169,13.706
0.20918,4.5703,13.734
0.3094,5.2226,13.444
0.5912,6.225,13.021
0.88539,6.5147,12.529
1.0907,6.4808,12.051
1.364,6.2901,11.499
1.461,6.016,10.962
1.4543,5.7512,10.474
1.3994,5.4577,9.9387
1.3273,5.1575,9.3919
1.2549,4.8709,8.8701
1.1827,4.5893,8.3572
1.1046,4.2861,7.8051
1.0251,3.9777,7.2434
0.95001,3.6861,6.7125
0.8651,3.3567,6.1126
0.7696,2.9862,5.4379
0.67629,2.6243,4.779
0.58002,2.2514,4.0999
0.47754,1.8556,3.3791
0.40014,1.5605,2.8417
0.38323,1.5155,2.76
0.42223,1.7387,3.1682
0.45723,2.1085,3.8546
0.41203,2.4482,4.5522
0.36574,2.6911,5.1754
0.26386,2.7783,5.8115
0.14611,2.4663,6.3486
0.10283,2.2467,6.7516
0.065822,1.8913,6.9741
0.031946,1.2801,6.6564
0.019301,0.94718,6.2153
0.014072,0.7961,5.997
0.0099793,0.62534,5.4125
0.0092143,0.58393,5.1568
0.014891,0.83847,6.4801
