0.4495,1.0684,1.7488
0.35475,0.8447,1.3864
0.37482,0.89208,1.4631
0.43667,1.0376,1.6974
0.49064,1.1639,1.899
0.60927,1.4411,2.3407
0.85362,2.0093,3.239
1.068,2.5041,4.0116
1.3038,3.0445,4.8465
1.968,4.5555,7.1539
2.811,6.4458,9.975
3.5787,8.1494,12.475
5.8168,13.024,19.421
10.324,22.494,32.175
15.871,33.752,46.531
29.197,59.411,76.645
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
8.3482,16.987,21.915
4.1822,8.8941,12.262
2.9838,6.501,9.2989
1.9498,4.3656,6.5101
1.3519,3.0785,4.7127
1.1612,2.6627,4.1205
0.87834,2.0332,3.1928
0.6157,1.4377,2.2886
0.52503,1.231,1.9721
0.43434,1.0224,1.6481
0.31919,0.75497,1.2262
0.26317,0.62427,1.0186
0.23902,0.56794,0.92909
0.20893,0.49726,0.81557
0.20098,0.47854,0.78542
0.25872,0.61497,1.0066
