-4,-0.00041265,1,1,6,5.7822e-05,0.00012855,1,0,2
-3,-0.00041265,1,1,6,8.2817e-05,0.0001907,1,0,2
-2,-0.00041265,1,1,6,0.00012264,0.00024888,1,0,2
-1,-0.00041265,1,1,6,9.962e-05,0.00015622,1,0,2
0,-0.00041265,1,1,6,9.4899e-05,0.00013512,0,0,2
1,-0.00041265,1,1,6,9.0177e-05,0.00011401,1,0,2
2,-0.00041265,1,1,6,0.00012798,0.00012798,1,0,2
3,-0.00041265,1,1,6,9.1217e-05,0.00010496,1,0,2
4,-0.00041265,1,1,6,6.5102e-05,8.1178e-05,1,0,2
-4,-0.00064813,1,1,6,0.00013751,0.00027168,1,0,2
-3,-0.00064813,1,1,6,0.00018886,0.00040185,1,0,2
-2,-0.00064813,1,1,6,0.00027107,0.00049485,1,0,2
-1,-0.00064813,1,1,6,0.00019701,0.00031382,1,0,2
0,-0.00064813,1,1,6,0.00019057,0.00027264,0,0,2
1,-0.00064813,1,1,6,0.00018412,0.00023146,1,0,2
2,-0.00064813,1,1,6,0.00025915,0.00025915,1,0,2
3,-0.00064813,1,1,6,0.00018911,0.00022044,1,0,2
4,-0.00064813,1,1,6,0.00014814,0.0001704,1,0,2
-4,-0.001018,1,1,6,0.00024778,0.00036654,1,0,2
-3,-0.001018,1,1,6,0.00030906,0.00053014,1,0,2
-2,-0.001018,1,1,6,0.00033396,0.0005895,1,0,2
-1,-0.001018,1,1,6,0.00023868,0.0003824,1,0,2
0,-0.001018,1,1,6,0.00024088,0.0003351,0,0,2
1,-0.001018,1,1,6,0.00024307,0.0002878,1,0,2
2,-0.001018,1,1,6,0.00032026,0.00032026,1,0,2
3,-0.001018,1,1,6,0.00033761,0.00029092,1,0,2
4,-0.001018,1,1,6,0.00022486,0.00022742,1,0,2
