1.9945e-125,3.6716e-115,2.9795e-99
8.0215e-130,1.8395e-119,2.1115e-103
1.3711e-129,3.1192e-119,3.5356e-103
8.6744e-127,1.7154e-116,1.5589e-100
1.7312e-122,2.7219e-112,1.7229e-96
3.7594e-117,4.3503e-107,1.6979e-91
4.8403e-111,3.8479e-101,8.306e-86
2.6878e-104,1.3537e-94,1.421e-79
4.7545e-97,1.3651e-87,5.8977e-73
6.5198e-84,5.5451e-75,3.4981e-61
1.3516e-69,2.3307e-61,1.1737e-48
2.3842e-64,2.0296e-56,3.3401e-44
3.582e-48,2.4284e-41,7.1949e-31
5.3795e-27,3.4752e-22,6.2077e-15
3.4118e-14,4.2847e-11,1.4261e-06
30.296,72.282,113.47
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
8.6625,20.667,32.445
8.9904e-15,1.1291e-11,3.758e-07
1.5547e-27,1.0044e-22,1.7941e-15
1.2007e-48,8.1402e-42,2.4117e-31
9.0065e-65,7.667e-57,1.2617e-44
5.5832e-70,9.6279e-62,4.8482e-49
2.9098e-84,2.4748e-75,1.5612e-61
2.2452e-97,6.4463e-88,2.7851e-73
1.3213e-104,6.6545e-95,6.9854e-80
2.4629e-111,1.9579e-101,4.2263e-86
1.9695e-117,2.279e-107,8.8949e-92
9.2857e-123,1.4599e-112,9.241e-97
4.7481e-127,9.3892e-117,8.5329e-101
7.6429e-130,1.7387e-119,1.9708e-103
4.5444e-130,1.0421e-119,1.1962e-103
1.148e-125,2.1133e-115,1.7149e-99
