-4,-0.00041265,1,1,6,4.064e-05,7.4172e-05,1,0,0
-3,-0.00041265,1,1,6,5.157e-05,9.1936e-05,1,0,0
-2,-0.00041265,1,1,6,6.045e-05,0.00011046,1,0,0
-1,-0.00041265,1,1,6,8.743e-05,9.7824e-05,1,0,0
0,-0.00041265,1,1,6,8.1965e-05,8.1965e-05,1,0,0
1,-0.00041265,1,1,6,7.65e-05,8.6241e-05,1,0,0
2,-0.00041265,1,1,6,5.225e-05,0.00013047,1,0,0
3,-0.00041265,1,1,6,3.893e-05,8.9697e-05,1,0,0
4,-0.00041265,1,1,6,2.8e-05,7.1541e-05,1,0,0
-4,-0.00064813,1,1,6,8.388e-05,0.00015824,1,0,0
-3,-0.00064813,1,1,6,0.00010485,0.00020573,1,0,0
-2,-0.00064813,1,1,6,0.0001349,0.00024193,1,0,0
-1,-0.00064813,1,1,6,0.00017281,0.00018303,1,0,0
0,-0.00064813,1,1,6,0.00017537,0.00017537,1,0,0
1,-0.00064813,1,1,6,0.00017794,0.00018781,1,0,0
2,-0.00064813,1,1,6,0.00012466,0.00024775,1,0,0
3,-0.00064813,1,1,6,9.05e-05,0.00018413,1,0,0
4,-0.00064813,1,1,6,6.66e-05,0.00014429,1,0,0
-4,-0.001018,1,1,6,0.00014549,0.00021216,1,0,0
-3,-0.001018,1,1,6,0.00016838,0.00030351,1,0,0
-2,-0.001018,1,1,6,0.00020731,0.00038301,1,0,0
-1,-0.001018,1,1,6,0.00023941,0.00025437,1,0,0
0,-0.001018,1,1,6,0.00024607,0.00024607,1,0,0
1,-0.001018,1,1,6,0.00025273,0.00028477,1,0,0
2,-0.001018,1,1,6,0.0001957,0.00034959,1,0,0
3,-0.001018,1,1,6,0.00014788,0.00030732,1,0,0
4,-0.001018,1,1,6,0.00010724,0.00023423,1,0,0
